职位名称,基本信息,公司名称,公司类型,公司规模,公司性质,公司福利,薪资,发布日期,职位详情页
系统架构师,深圳-罗湖区|3-4年经验|大专|招1人,深圳市华运国际物流有限公司,交通/运输/物流,1000-5000人,民营公司,五险一金 绩效奖金 年终奖金 商业险 朝九晚六 双休 超长带薪年假,2-3万/月,11-02,https://jobs.51job.com/shenzhen-lhq/135451463.html?s=sou_sou_soulb&t=0_0
冠军团队  销售精英,深圳-福田区|1年经验|本科|招9人,贝壳找房（深圳）科技有限公司,房地产,500-1000人,民营公司,弹性工作 包住宿 五险一金 节日福利 交通补贴 住房补贴 绩效奖金 全勤奖 包吃 加班补贴,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-ftq/136096454.html?s=sou_sou_soulb&t=0_0
大客户代表/8000底薪/免费培训,深圳-龙岗区|无需经验|本科|招9人,贝壳找房（深圳）科技有限公司,房地产,500-1000人,民营公司,弹性工作 包住宿 五险一金 节日福利 交通补贴 住房补贴 绩效奖金 全勤奖 包吃 加班补贴,1-1.5万/月,11-02,https://jobs.51job.com/shenzhen-lgq/131253944.html?s=sou_sou_soulb&t=0_0
AI测试,深圳-福田区|3-4年经验|本科|招2人,维恩贝特科技有限公司,计算机软件,500-1000人,民营公司,五险一金 年终奖金 弹性工作 定期体检 员工旅游,1.3-2万/月,11-02,https://jobs.51job.com/shenzhen-ftq/136114441.html?s=sou_sou_soulb&t=0_0
AI测试,深圳-福田区|3-4年经验|大专|招2人,维恩贝特科技有限公司,计算机软件,500-1000人,民营公司,五险一金 年终奖金 弹性工作 定期体检 员工旅游,1.3-2万/月,11-02,https://jobs.51job.com/shenzhen-ftq/136112036.html?s=sou_sou_soulb&t=0_0
数学/理工科博士（课程研发方向）,深圳-宝安区|2年经验|硕士|招2人,深圳市鹏城控股集团有限公司,建筑/建材/工程,50-150人,民营公司,绩效奖金 交通补贴 项目分红 带薪年假 年终奖金 定期体检 五险一金 员工旅游,1.5-2万/月,11-02,https://jobs.51job.com/shenzhen-baq/131684897.html?s=sou_sou_soulb&t=0_0
1121人力资源专员（数据分析方向）,深圳-南山区|1年经验|本科|招1人,大族激光科技产业集团股份有限公司,多元化业务集团公司,10000人以上,上市公司,五险一金 员工旅游 绩效奖金 年终奖金 定期体检,1-1.5万/月,11-02,https://jobs.51job.com/shenzhen-nsq/135768554.html?s=sou_sou_soulb&t=0_0
综合方案研究员（鼎讯智城）,深圳-坪山区|3-4年经验|本科|招2人,鼎铉商用密码测评技术（深圳）有限公司,计算机软件,50-150人,国企,五险一金 周末双休 餐饮补贴 团队学习机会 带薪年假 绩效奖金 专业培训,1.5-3万/月,11-02,https://jobs.51job.com/shenzhen-psq/135402900.html?s=sou_sou_soulb&t=0_0
运维总监（鼎讯智城）,深圳-坪山区|3-4年经验|本科|招1人,鼎铉商用密码测评技术（深圳）有限公司,计算机软件,50-150人,国企,五险一金 团队学习机会 带薪年假,2-3万/月,11-02,https://jobs.51job.com/shenzhen-psq/132718166.html?s=sou_sou_soulb&t=0_0
BI工程师,深圳|2年经验|本科|招1人,深圳市普路通供应链管理股份有限公司,贸易/进出口,150-500人,国企,五险一金 全勤奖 节日福利 专业培训 加班补贴 通讯补贴 高温补贴 带薪年假,1-1.5万/月,11-02,https://jobs.51job.com/shenzhen/130415619.html?s=sou_sou_soulb&t=0_0
（月薪上万+包住）备用金客服,深圳-南山区|无需经验|高中|招5人,胜科企业,金融/投资/证券,1000-5000人,民营公司,,6-8千/月,11-02,https://jobs.51job.com/shenzhen-nsq/134799077.html?s=sou_sou_soulb&t=0_0
互联网产品经理（前端）,深圳-龙岗区|3-4年经验|本科|招2人,深圳市猎芯科技有限公司,贸易/进出口,150-500人,民营公司,五险一金 周末双休 节日福利 生日礼金 员工旅游 弹性工作 带薪年假 免费班车 健身俱乐部,1-2万/月,11-02,https://jobs.51job.com/shenzhen-lgq/132643148.html?s=sou_sou_soulb&t=0_0
IDC数据中心项目经理,深圳-南山区|1年经验|大专|招1人,深圳市前海汇金天源数字技术有限公司,建筑/建材/工程,50-150人,民营公司,五险一金 建筑补贴 定期体检 年终奖金,1-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/135686384.html?s=sou_sou_soulb&t=0_0
财务分析师（双休）,深圳-龙华区|2年经验|本科|招1人,深圳市利朗达科技有限公司,互联网/电子商务,1000-5000人,民营公司,带薪年假 绩效奖金 全勤奖 节日福利 餐饮补贴 五险 免费下午茶 加班补贴 团队旅游 周末双休,1-1.5万/月,11-02,https://jobs.51job.com/shenzhen-lhq/135026809.html?s=sou_sou_soulb&t=0_0
助理,深圳-南山区|1年经验|大专|招1人,深圳瑞为智能科技有限公司,计算机软件,150-500人,民营公司,五险一金 绩效奖金,6-8千/月,11-02,https://jobs.51job.com/shenzhen-nsq/134068802.html?s=sou_sou_soulb&t=0_0
楼宇智能化技术专业教师,深圳-福田区|无需经验|硕士|招3人,深圳鹏城技师学院,教育/培训/院校,150-500人,事业单位,,0.8-1.2万/月,11-02,https://jobs.51job.com/shenzhen-ftq/131845752.html?s=sou_sou_soulb&t=0_0
产品经理,深圳|3-4年经验|本科|招1人,蓝网科技股份有限公司,计算机软件,150-500人,民营公司,五险一金 员工旅游 周末双休 年终奖金 餐饮补贴 通讯补贴 绩效奖金 弹性工作,1.2-2万/月,11-02,https://jobs.51job.com/shenzhen/121236028.html?s=sou_sou_soulb&t=0_0
人事专员,深圳-南山区|1年经验|本科|招若干人,金蝶软件（中国）有限公司,计算机软件,5000-10000人,外资（非欧美）,五险一金 弹性工作 定期体检 员工旅游 年终奖金 补充医疗保险 专业培训,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133193674.html?s=sou_sou_soulb&t=0_0
高级开发经理,深圳-南山区|5-7年经验|本科|招若干人,深圳市欧瑞博科技股份有限公司,电子技术/半导体/集成电路,500-1000人,民营公司,五险一金 员工旅游 年终奖金 股票期权 弹性工作 定期体检 绩效奖金,2-4万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133067890.html?s=sou_sou_soulb&t=0_0
数据库工程师（DBA）,深圳-南山区|3-4年经验|本科|招1人,深圳市欧瑞博科技股份有限公司,电子技术/半导体/集成电路,500-1000人,民营公司,,1.5-2.5万/月,11-02,https://jobs.51job.com/shenzhen-nsq/134320342.html?s=sou_sou_soulb&t=0_0
流程管理经理,广州|5-7年经验|本科|招3人,森大集团,多元化业务集团公司,10000人以上,民营公司,带薪年假 五险一金 绩效奖金 全勤奖 节日福利 通讯补贴 员工旅游 出国机会 包餐 一年2次调薪,3-4万/月,11-02,https://jobs.51job.com/guangzhou/135551708.html?s=sou_sou_soulb&t=0_1
直播销售/实体销售/渠道销售/底薪8K起,深圳-罗湖区|无需经验|本科|招5人,深圳链家房地产经纪有限公司,中介服务,,民营公司,,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-lhq/136100717.html?s=sou_sou_soulb&t=0_0
直播销售/实体销售/渠道销售/底薪8K起,深圳-罗湖区|无需经验|本科|招5人,深圳链家房地产经纪有限公司,中介服务,,民营公司,,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-lhq/136100712.html?s=sou_sou_soulb&t=0_0
初级前端开发工程师,深圳-南山区|1年经验|本科|招若干人,深圳企域数字科技有限公司,计算机软件,50-150人,民营公司,,0.8-1.5万/月,11-02,https://jobs.51job.com/shenzhen-nsq/135847685.html?s=sou_sou_soulb&t=0_0
高级前端开发工程师,深圳-南山区|5-7年经验|大专|招若干人,深圳企域数字科技有限公司,计算机软件,50-150人,民营公司,,1.8-2.8万/月,11-02,https://jobs.51job.com/shenzhen-nsq/134970763.html?s=sou_sou_soulb&t=0_0
前端开发工程师,深圳-南山区|3-4年经验|大专|招若干人,深圳企域数字科技有限公司,计算机软件,50-150人,民营公司,,1.4-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/129811971.html?s=sou_sou_soulb&t=0_0
Linux系统运维（2）,深圳-福田区|2年经验|本科|招2人,深圳市联畅信息技术有限公司,计算机服务(系统、数据服务、维修),50-150人,民营公司,,1-1.8万/月,11-02,https://jobs.51job.com/shenzhen-ftq/117390996.html?s=sou_sou_soulb&t=0_0
数据仓库及Hadoop运维岗,深圳-福田区|2年经验|本科|招1人,深圳市联畅信息技术有限公司,计算机服务(系统、数据服务、维修),50-150人,民营公司,五险一金 员工旅游 年终奖金 周末双休,1-1.7万/月,11-02,https://jobs.51job.com/shenzhen-ftq/90005344.html?s=sou_sou_soulb&t=0_0
售前工程师,深圳|3-4年经验|本科|招若干人,深圳市联畅信息技术有限公司,计算机服务(系统、数据服务、维修),50-150人,民营公司,五险一金 员工旅游 年终奖金 周末双休,0.8-1.2万/月,11-02,https://jobs.51job.com/shenzhen/90001410.html?s=sou_sou_soulb&t=0_0
8K急聘/数据分析助理,深圳-福田区|无需经验|大专|招2人,深圳市立源信息技术有限公司,计算机软件,150-500人,民营公司,五险一金 员工旅游 绩效奖金 提供住宿 年终奖金 下午茶 年底双薪 出国机会,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-ftq/135697492.html?s=sou_sou_soulb&t=0_0
数据主管,深圳-福田区|2年经验|本科|招1人,贝壳找房（深圳）科技有限公司,房地产,500-1000人,民营公司,弹性工作 包住宿 五险一金 节日福利 住房补贴 绩效奖金 上市公司 提供资源 师傅带教 晋升空间大,1.5-2万/月,11-02,https://jobs.51job.com/shenzhen-ftq/132234181.html?s=sou_sou_soulb&t=0_0
房地产销售（本科包住）,深圳-宝安区|无需经验|本科|招6人,贝壳找房（深圳）科技有限公司,房地产,500-1000人,民营公司,包住宿 五险一金 节日福利 住房补贴 绩效奖金 上市公司 提供资源 师傅带教 晋升空间大 专业培训,1-1.5万/月,11-02,https://jobs.51job.com/shenzhen-baq/131375330.html?s=sou_sou_soulb&t=0_0
市场经理,深圳|5-7年经验|大专|招1人,广东紫晶信息存储技术股份有限公司,计算机软件,150-500人,上市公司,五险一金 补充医疗保险 年终奖金 绩效奖金,1.5-2万/月,11-02,https://jobs.51job.com/shenzhen/130247271.html?s=sou_sou_soulb&t=0_0
KA销售经理(国内),深圳|3-4年经验|大专|招1人,广东紫晶信息存储技术股份有限公司,计算机软件,150-500人,上市公司,五险一金 补充医疗保险 年终奖金 绩效奖金,1.2-1.8万/月,11-02,https://jobs.51job.com/shenzhen/130246992.html?s=sou_sou_soulb&t=0_0
销售经理(国内渠道),深圳|3-4年经验|大专|招1人,广东紫晶信息存储技术股份有限公司,计算机软件,150-500人,上市公司,五险一金 补充医疗保险 年终奖金 绩效奖金,1.2-1.8万/月,11-02,https://jobs.51job.com/shenzhen/130246758.html?s=sou_sou_soulb&t=0_0
营销总监(国内渠道),深圳|5-7年经验|大专|招1人,广东紫晶信息存储技术股份有限公司,计算机软件,150-500人,上市公司,五险一金 补充医疗保险 年终奖金 绩效奖金,2-2.5万/月,11-02,https://jobs.51job.com/shenzhen/130246412.html?s=sou_sou_soulb&t=0_0
行业销售经理/总监,深圳|8-9年经验|大专|招1人,广东紫晶信息存储技术股份有限公司,计算机软件,150-500人,上市公司,五险一金 节日福利 周末双休 上市公司,1.5-2.5万/月,11-02,https://jobs.51job.com/shenzhen/129304394.html?s=sou_sou_soulb&t=0_0
信息技术研究-高工,深圳-南山区|5-7年经验|硕士|招1人,深圳赛西信息技术有限公司,检测，认证,50-150人,国企,周末双休 带薪年假 五险一金 绩效奖金,2-2.5万/月,11-02,https://jobs.51job.com/shenzhen-nsq/134045862.html?s=sou_sou_soulb&t=0_0
市场推广专员,深圳-南山区|1年经验|大专|招1人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 通讯补贴 弹性工作 补充医疗保险 定期体检 绩效奖金,0.7-1万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133976928.html?s=sou_sou_soulb&t=0_0
数据库工程师,深圳-南山区|3-4年经验|大专|招1人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 通讯补贴 弹性工作 补充医疗保险 定期体检 绩效奖金,1-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/134489221.html?s=sou_sou_soulb&t=0_0
方案顾问（BI方向）,深圳-南山区|3-4年经验|本科|招2人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 交通补贴 餐饮补贴 通讯补贴 弹性工作,1-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/134063879.html?s=sou_sou_soulb&t=0_0
数据库工程师,深圳-南山区|3-4年经验|大专|招1人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 通讯补贴 弹性工作 补充医疗保险 定期体检 绩效奖金,1-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133980508.html?s=sou_sou_soulb&t=0_0
产品技术顾问（售前）,深圳-南山区|3-4年经验|大专|招1人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 通讯补贴 弹性工作 补充医疗保险 定期体检 绩效奖金,0.9-1.6万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133979670.html?s=sou_sou_soulb&t=0_0
解决方案顾问（售前）,深圳-南山区|3-4年经验|大专|招1人,深圳市优阅达数据科技有限公司,计算机软件,50-150人,民营公司,五险一金 专业培训 员工旅游 年终奖金 通讯补贴 弹性工作 补充医疗保险 定期体检 绩效奖金,1.5-2万/月,11-02,https://jobs.51job.com/shenzhen-nsq/133979158.html?s=sou_sou_soulb&t=0_0
新零售运营,深圳-福田区|5-7年经验|本科|招1人,深圳市凯江源商贸有限公司,快速消费品(食品、饮料、化妆品),150-500人,民营公司,,2.5-3.5万/月,11-02,https://jobs.51job.com/shenzhen-ftq/135043965.html?s=sou_sou_soulb&t=0_0
亚马逊运营主管,深圳-宝安区|3-4年经验|本科|招2人,深圳市刻锐智能科技有限公司,电子技术/半导体/集成电路,150-500人,民营公司,周末双休 五险 带薪年假 节日福利 下午茶 生日福利,1.3-1.8万/月,11-02,https://jobs.51job.com/shenzhen-baq/135849274.html?s=sou_sou_soulb&t=0_0
技术经理,深圳-南山区|5-7年经验|本科|招1人,爱能森新能源（深圳）有限公司,新能源,150-500人,外资（非欧美）,五险一金 绩效奖金 餐饮补贴 通讯补贴,2.5-3.5万/月,11-02,https://jobs.51job.com/shenzhen-nsq/136013791.html?s=sou_sou_soulb&t=0_0
高级运维工程师,深圳-福田区|10年以上经验|大专|招1人,深圳市嘉立创科技发展有限公司,计算机软件,5000-10000人,民营公司,五险一金 节日福利 绩效奖金 员工旅游 通讯补贴 专业培训 餐饮补贴 包吃包住,1.5-3万/月,11-02,https://jobs.51job.com/shenzhen-ftq/130041535.html?s=sou_sou_soulb&t=0_0
中级DBA工程师,深圳-福田区|3-4年经验|大专|招1人,深圳市嘉立创科技发展有限公司,计算机软件,5000-10000人,民营公司,五险一金 节日福利 绩效奖金 员工旅游 通讯补贴 专业培训,1.5-2.5万/月,11-02,https://jobs.51job.com/shenzhen-ftq/125289484.html?s=sou_sou_soulb&t=0_0
21届数据分析助理岗,深圳-南山区|无需经验|大专|招3人,深圳升途网络技术有限公司,计算机软件,,民营公司,,0.8-1万/月,11-02,https://jobs.51job.com/shenzhen-nsq/135289267.html?s=sou_sou_soulb&t=0_0
软件销售工程师-湖北,武汉|1年经验|本科|招2人,深圳市博铭维智能科技有限公司,机械/设备/重工,50-150人,民营公司,周末双休 五险一金 高提成 定期体检,0.6-1.2万/月,11-02,https://jobs.51job.com/wuhan-dxhq/135804945.html?s=sou_sou_soulb&t=0_1
供水销售工程师-湖北,武汉|1年经验|大专|招2人,深圳市博铭维智能科技有限公司,机械/设备/重工,50-150人,民营公司,周末双休 五险一金 高提成 定期体检,0.6-1.2万/月,11-02,https://jobs.51job.com/wuhan-dxhq/135804870.html?s=sou_sou_soulb&t=0_1
软件销售工程师-湖南,长沙|1年经验|大专|招2人,深圳市博铭维智能科技有限公司,机械/设备/重工,50-150人,民营公司,周末双休 五险一金 高提成 定期体检,0.6-1.2万/月,11-02,https://jobs.51job.com/changsha-yhq/135804785.html?s=sou_sou_soulb&t=0_1
